step,time_fs,potential_eV,kinetic_eV,total_eV,energy_drift_eV,component_count,largest_component_edges,capped_steps,rebuild_count,bridge_distance_A
47,0.047000000000000035,-5.042125031955864,0.20037427619248352,-4.841750755763381,3.0852609356202265e-09,1,5,0,1,1.1843706617093641
48,0.048000000000000036,-5.042318391062402,0.2005676354106416,-4.84175075565176,3.19688187033762e-09,1,5,0,1,1.1843299975978994
49,0.04900000000000004,-5.042515855185411,0.20076509964483333,-4.841750755540578,3.3080640449156817e-09,1,5,0,1,1.1842895311510997
50,0.05000000000000004,-5.0427174261186565,0.20096667068884477,-4.841750755429811,3.4188305519933238e-09,1,5,0,1,1.1842492624118304
51,0.05100000000000004,-5.042923105648925,0.20117235032942313,-4.841750755319502,3.52913964718482e-09,1,5,0,1,1.1842091914227293
52,0.05200000000000004,-5.043132895555841,0.20138214034624663,-4.841750755209595,3.639047285730612e-09,1,5,0,1,1.1841693182262034
53,0.05300000000000004,-5.043346797612046,0.20159604251189459,-4.8417507551001515,3.748490406962901e-09,1,5,0,1,1.1841296428644377
54,0.05400000000000004,-5.043564813582942,0.20181405859181745,-4.841750754991125,3.8575169725163505e-09,1,5,0,1,1.1840901653793825
55,0.05500000000000004,-5.043786945226837,0.20203619034430673,-4.84175075488253,3.966111883357826e-09,1,5,0,1,1.1840508858127627
56,0.05600000000000004,-5.044013194294838,0.20226243952046538,-4.841750754774372,4.0742698104168085e-09,1,5,0,1,1.184011804206074
57,0.057000000000000044,-5.044243562530829,0.202492807864178,-4.841750754666651,4.181990753693299e-09,1,5,0,1,1.1839729206005831
58,0.058000000000000045,-5.0444780516714705,0.20272729711208098,-4.841750754559389,4.289252508726804e-09,1,5,0,1,1.1839342350373254
59,0.059000000000000045,-5.044716663446085,0.20296590899353312,-4.841750754452552,4.396089714475693e-09,1,5,0,1,1.1838957475571075
60,0.060000000000000046,-5.04495939957676,0.20320864523058582,-4.841750754346174,4.5024677319815964e-09,1,5,0,1,1.1838574582005048
61,0.06100000000000005,-5.045206261778196,0.2034555075379539,-4.841750754240242,4.608399883920811e-09,1,5,0,1,1.183819367007862
62,0.06200000000000005,-5.045457251757763,0.20370649762298598,-4.841750754134777,4.713864854011263e-09,1,5,0,1,1.183781474019293
63,0.06300000000000004,-5.04571237121541,0.2039616171856351,-4.841750754029775,4.818867083145051e-09,1,5,0,1,1.1837437792746819
64,0.06400000000000004,-5.045971621843664,0.20422086791842958,-4.8417507539252345,4.923407459500595e-09,1,5,0,1,1.1837062828136773
65,0.06500000000000004,-5.0462350053275875,0.20448425150644403,-4.8417507538211435,5.027498417575771e-09,1,5,0,1,1.1836689846756983
66,0.06600000000000004,-5.046502523344751,0.2047517696272696,-4.8417507537174815,5.131160385474232e-09,1,5,0,1,1.1836318848999294
67,0.06700000000000005,-5.046774177565283,0.2050234239509856,-4.841750753614297,5.234344513382894e-09,1,5,0,1,1.1835949835253246
68,0.06800000000000005,-5.0470499696517175,0.2052992161401302,-4.841750753511588,5.337054354015436e-09,1,5,0,1,1.1835582805906046
69,0.06900000000000005,-5.04732990125899,0.20557914784967146,-4.841750753409318,5.439323658151807e-09,1,5,0,1,1.1835217761342545
70,0.07000000000000005,-5.047613974034513,0.2058632207269787,-4.841750753307534,5.541108016871021e-09,1,5,0,1,1.1834854701945279
71,0.07100000000000005,-5.047902189618009,0.20615143641179373,-4.841750753206215,5.642426970098313e-09,1,5,0,1,1.1834493628094425
72,0.07200000000000005,-5.048194549641575,0.20644379653620198,-4.841750753105374,5.743268083335806e-09,1,5,0,1,1.183413454016783
73,0.07300000000000005,-5.04849105572962,0.20674030272460409,-4.841750753005016,5.8436260275129825e-09,1,5,0,1,1.1833777438540984
74,0.07400000000000005,-5.0487917094988015,0.20704095659368732,-4.8417507529051145,5.943527447982433e-09,1,5,0,1,1.1833422323587026
75,0.07500000000000005,-5.049096512558083,0.20734575975239705,-4.841750752805686,6.042956357532603e-09,1,5,0,1,1.1833069195676735
76,0.07600000000000005,-5.04940546650867,0.20765471380190853,-4.841750752706761,6.141880781740383e-09,1,5,0,1,1.1832718055178546
77,0.07700000000000005,-5.049718572943902,0.20796782033559838,-4.841750752608303,6.240338912277821e-09,1,5,0,1,1.1832368902458512
78,0.07800000000000006,-5.050035833449354,0.2082850809390167,-4.841750752510338,6.338304103792325e-09,1,5,0,1,1.183202173788036
79,0.07900000000000006,-5.050357249602717,0.2086064971898585,-4.8417507524128585,6.435783461711253e-09,1,5,0,1,1.1831676561805402
80,0.08000000000000006,-5.050682822973794,0.20893207065793606,-4.841750752315858,6.532784091461963e-09,1,5,0,1,1.1831333374592603
81,0.08100000000000006,-5.051012555124504,0.20926180290515056,-4.841750752219353,6.62928911765448e-09,1,5,0,1,1.183099217659855
82,0.08200000000000006,-5.0513464476087915,0.20959569548546467,-4.8417507521233265,6.725315415678779e-09,1,5,0,1,1.1830652968177446
83,0.08300000000000006,-5.05168450197266,0.2099337499448741,-4.841750752027786,6.8208558801075014e-09,1,5,0,1,1.1830315749681137
84,0.08400000000000006,-5.052026719754125,0.21027596782138044,-4.841750751932745,6.915897188264353e-09,1,5,0,1,1.182998052145905
85,0.08500000000000006,-5.0523731024831635,0.21062235064496312,-4.841750751838201,7.010441116506172e-09,1,5,0,1,1.1829647283858264
86,0.08600000000000006,-5.052723651681711,0.210972899937552,-4.841750751744159,7.104483223940861e-09,1,5,0,1,1.1829316037223432
87,0.08700000000000006,-5.053078368863626,0.2113276172129999,-4.841750751650626,7.198015516962641e-09,1,5,0,1,1.1828986781896837
88,0.08800000000000006,-5.053437255534636,0.21168650397705496,-4.841750751557581,7.2910610882104265e-09,1,5,0,1,1.1828659518218352
89,0.08900000000000007,-5.053800313192371,0.2120495617273336,-4.841750751465038,7.383603950472661e-09,1,5,0,1,1.1828334246525465
90,0.09000000000000007,-5.054167543326279,0.21241679195329316,-4.841750751372985,7.475656538247222e-09,1,5,0,1,1.1828010967153233
91,0.09100000000000007,-5.054538947417661,0.21278819613620467,-4.841750751281456,7.567185988932579e-09,1,5,0,1,1.1827689680434332
92,0.09200000000000007,-5.054914526939572,0.21316377574912573,-4.841750751190446,7.658195855242411e-09,1,5,0,1,1.182737038669904
93,0.09300000000000007,-5.055294283356834,0.21354353225687367,-4.84175075109996,7.74868169628462e-09,1,5,0,1,1.1827053086275203
94,0.09400000000000007,-5.055678218125943,0.2139274671159987,-4.841750751009945,7.838696802764389e-09,1,5,0,1,1.1826737779488212
95,0.09500000000000007,-5.056066332695211,0.2143155817747568,-4.841750750920455,7.928186995798114e-09,1,5,0,1,1.1826424466661116
96,0.09600000000000007,-5.056458628504578,0.21470787767308308,-4.841750750831495,8.017146946315279e-09,1,5,0,1,1.1826113148114512
97,0.09700000000000007,-5.056855106985614,0.2151043562425653,-4.841750750743048,8.105593529705857e-09,1,5,0,1,1.1825803824166563
98,0.09800000000000007,-5.057255769561571,0.21550501890641707,-4.841750750655154,8.193487666119381e-09,1,5,0,1,1.1825496495133017
99,0.09900000000000007,-5.057660617647216,0.21590986707945176,-4.841750750567765,8.280877317190516e-09,1,5,0,1,1.1825191161327169
100,0.10000000000000007,-5.058069652648923,0.21631890216805547,-4.841750750480868,8.367774029238717e-09,1,5,0,1,1.1824887823059882
101,0.10100000000000008,-5.058482875964691,0.21673212557016122,-4.84175075039453,8.454112077060927e-09,1,5,0,1,1.1824586480639638
102,0.10200000000000008,-5.058900288983926,0.2171495386752228,-4.841750750308703,8.53993853411339e-09,1,5,0,1,1.1824287134372398
103,0.10300000000000008,-5.0593218930875805,0.21757114286418808,-4.841750750223392,8.625249847682426e-09,1,5,0,1,1.182398978456174
104,0.10400000000000008,-5.0597476896480895,0.21799693950947363,-4.8417507501386154,8.710026477842803e-09,1,5,0,1,1.1823694431508773
105,0.10500000000000008,-5.0601776800293345,0.2184269299749384,-4.841750750054397,8.794245331955608e-09,1,5,0,1,1.1823401075512177
106,0.10600000000000008,-5.060611865586564,0.21886111561585783,-4.841750749970706,8.877935719908692e-09,1,5,0,1,1.1823109716868139
107,0.10700000000000008,-5.061050247666458,0.2192994977788984,-4.841750749887559,8.961082542668919e-09,1,5,0,1,1.1822820355870434
108,0.10800000000000008,-5.061492827607037,0.21974207780209157,-4.841750749804945,9.043697346555746e-09,1,5,0,1,1.1822532992810348
109,0.10900000000000008,-5.061939606737677,0.22018885701480864,-4.841750749722868,9.125773914320234e-09,1,5,0,1,1.1822247627976736
110,0.11000000000000008,-5.062390586379069,0.22063983673773452,-4.841750749641334,9.207307805070286e-09,1,5,0,1,1.1821964261655964
111,0.11100000000000008,-5.062845767843198,0.22109501828284328,-4.8417507495603544,9.288287472486445e-09,1,5,0,1,1.1821682894131964
112,0.11200000000000009,-5.063305152433274,0.22155440295337217,-4.8417507494799015,9.368740450099722e-09,1,5,0,1,1.1821403525686147
113,0.11300000000000009,-5.063768741443799,0.22201799204379652,-4.841750749400003,9.448639204379106e-09,1,5,0,1,1.182112615659749
114,0.11400000000000009,-5.064236536160454,0.22248578683980488,-4.841750749320649,9.527992617108794e-09,1,5,0,1,1.18208507871425
115,0.11500000000000009,-5.064708537860137,0.22295778861827373,-4.841750749241863,9.606778483828293e-09,1,5,0,1,1.1820577417595217
116,0.11600000000000009,-5.065184747810862,0.22343399864724248,-4.841750749163619,9.685022561711776e-09,1,5,0,1,1.1820306048227138
117,0.11700000000000009,-5.065665167271824,0.22391441818588903,-4.841750749085935,9.762707087190847e-09,1,5,0,1,1.1820036679307329
118,0.11800000000000009,-5.06614979749331,0.22439904848450465,-4.841750749008805,9.839836501157606e-09,1,5,0,1,1.1819769311102366
119,0.11900000000000009,-5.066638639716682,0.22488789078446925,-4.8417507489322125,9.916429455358866e-09,1,5,0,1,1.1819503943876324
120,0.12000000000000009,-5.067131695174424,0.22538094631822744,-4.841750748856196,9.99244598176574e-09,1,5,0,1,1.1819240577890788
121,0.1210000000000001,-5.067628965090005,0.22587821630926339,-4.841750748780742,1.0067900291232945e-08,1,5,0,1,1.1818979213404859
122,0.1220000000000001,-5.068130450677934,0.22637970197207677,-4.8417507487058575,1.0142784390154702e-08,1,5,0,1,1.181871985067513
123,0.1230000000000001,-5.0686361531436965,0.22688540451215838,-4.841750748631538,1.021710360760153e-08,1,5,0,1,1.1818462489955692
124,0.1240000000000001,-5.069146073683752,0.22739532512596622,-4.841750748557786,1.0290856167216589e-08,1,5,0,1,1.1818207131498148
125,0.12500000000000008,-5.069660213485469,0.2279094650009011,-4.841750748484568,1.0364074043422988e-08,1,5,0,1,1.1817953775551562
126,0.12600000000000008,-5.070178573727215,0.22842782531528288,-4.841750748411933,1.0436709274586065e-08,1,5,0,1,1.1817702422362544
127,0.12700000000000009,-5.070701155578214,0.22895040723832655,-4.841750748339887,1.050875475527846e-08,1,5,0,1,1.1817453072175148
128,0.12800000000000009,-5.07122796019851,0.2294772119301183,-4.841750748268392,1.0580249565350641e-08,1,5,0,1,1.1817205725230906
129,0.1290000000000001,-5.071758988739071,0.2300082405415921,-4.841750748197479,1.0651162618557919e-08,1,5,0,1,1.181696038176888
130,0.1300000000000001,-5.072294242341654,0.23054349421450596,-4.841750748127148,1.0721493914900293e-08,1,5,0,1,1.181671704202559
131,0.1310000000000001,-5.072833722138801,0.23108297408141842,-4.8417507480573825,1.0791259441589318e-08,1,5,0,1,1.1816475706235021
132,0.1320000000000001,-5.07337742925387,0.2316266812656653,-4.841750747988204,1.0860437882342922e-08,1,5,0,1,1.1816236374628666
133,0.1330000000000001,-5.07392536480093,0.23217461688133623,-4.841750747919594,1.0929047888907917e-08,1,5,0,1,1.1815999047435444
134,0.1340000000000001,-5.074477529884819,0.23272678203325176,-4.841750747851567,1.0997075250429589e-08,1,5,0,1,1.1815763724881787
135,0.1350000000000001,-5.075033925601083,0.23328317781693997,-4.841750747784143,1.1064498650625865e-08,1,5,0,1,1.1815530407191588
136,0.1360000000000001,-5.075594553035907,0.23384380531861357,-4.841750747717293,1.1131349175741434e-08,1,5,0,1,1.181529909458618
137,0.1370000000000001,-5.076159413266201,0.23440866561514712,-4.841750747651054,1.119758774592583e-08,1,5,0,1,1.1815069787284376
138,0.1380000000000001,-5.076728507359435,0.2349777597740543,-4.8417507475853805,1.1263261434635297e-08,1,5,0,1,1.1814842485502446
139,0.1390000000000001,-5.0773018363737785,0.23555108885346504,-4.841750747520313,1.1328328497484108e-08,1,5,0,1,1.1814617189454122
140,0.1400000000000001,-5.077879401357937,0.23612865390210303,-4.841750747455834,1.1392807586219078e-08,1,5,0,1,1.1814393899350577
141,0.1410000000000001,-5.078461203351204,0.2367104559592633,-4.841750747391941,1.1456701365375466e-08,1,5,0,1,1.1814172615400444
142,0.1420000000000001,-5.0790472433834175,0.2372964960547898,-4.841750747328628,1.152001427584537e-08,1,5,0,1,1.1813953337809817
143,0.1430000000000001,-5.079637522474992,0.2378867752090531,-4.841750747265939,1.1582702796886224e-08,1,5,0,1,1.181373606678223
144,0.1440000000000001,-5.080232041636771,0.23848129443292843,-4.841750747203843,1.1644798902921139e-08,1,5,0,1,1.1813520802518642
145,0.1450000000000001,-5.080830801870109,0.23908005472777313,-4.841750747142336,1.1706306146663792e-08,1,5,0,1,1.181330754521749
146,0.1460000000000001,-5.081433804166846,0.23968305708540533,-4.8417507470814405,1.1767201435475272e-08,1,5,0,1,1.1813096295074619
147,0.1470000000000001,-5.082041049509218,0.24029030248808178,-4.841750747021137,1.1827505197459232e-08,1,5,0,1,1.1812887052283312
148,0.1480000000000001,-5.0826525388699215,0.24090179190847588,-4.841750746961446,1.1887196116333598e-08,1,5,0,1,1.1812679817034315
149,0.1490000000000001,-5.08326827321201,0.24151752630965653,-4.8417507469023535,1.1946288402953087e-08,1,5,0,1,1.181247458951578
150,0.1500000000000001,-5.083888253488937,0.24213750664506617,-4.841750746843871,1.2004770510998242e-08,1,5,0,1,1.18122713699133
151,0.1510000000000001,-5.084512480644499,0.2427617338584996,-4.841750746785999,1.2062643328647482e-08,1,5,0,1,1.1812070158409895
152,0.1520000000000001,-5.085140955612817,0.2433902088840826,-4.841750746728735,1.2119906855900808e-08,1,5,0,1,1.1811870955186006
153,0.1530000000000001,-5.08577367931833,0.24402293264625058,-4.84175074667208,1.217656198093664e-08,1,5,0,1,1.181167376041948
154,0.1540000000000001,-5.086410652675773,0.2446599060597275,-4.841750746616046,1.2232596269257101e-08,1,5,0,1,1.1811478574285612
155,0.1550000000000001,-5.087051876590132,0.24530113002950502,-4.841750746560627,1.228801504993271e-08,1,5,0,1,1.1811285396957096
156,0.1560000000000001,-5.087697351956667,0.24594660545082153,-4.841750746505845,1.2342797006681394e-08,1,5,0,1,1.1811094228604055
157,0.1570000000000001,-5.088347079660794,0.2465963332091412,-4.841750746451653,1.2396989212959397e-08,1,5,0,1,1.1810905069394018
158,0.1580000000000001,-5.0890010605782185,0.24725031418013357,-4.841750746398085,1.2450557029808351e-08,1,5,0,1,1.1810717919491918
159,0.1590000000000001,-5.089659295574794,0.2479085492296527,-4.8417507463451415,1.2503500457228256e-08,1,5,0,1,1.1810532779060097
160,0.16000000000000011,-5.090321785506524,0.24857103921371668,-4.841750746292807,1.2555834594252246e-08,1,5,0,1,1.1810349648258303
161,0.16100000000000012,-5.090988531219588,0.24923778497848756,-4.8417507462411,1.2607541677311929e-08,1,5,0,1,1.181016852724369
162,0.16200000000000012,-5.091659533550274,0.249908787360251,-4.841750746190023,1.2658619041872043e-08,1,5,0,1,1.1809989416170836
163,0.16300000000000012,-5.092334793324961,0.2505840471853956,-4.8417507461395655,1.2709076457895208e-08,1,5,0,1,1.1809812315191657
164,0.16400000000000012,-5.093014311360145,0.2512635652703941,-4.841750746089751,1.2758890832742509e-08,1,5,0,1,1.1809637224455543
165,0.16500000000000012,-5.093698088462331,0.25194734242178163,-4.841750746040549,1.2808093252658637e-08,1,5,0,1,1.1809464144109203
166,0.16600000000000012,-5.09438612542811,0.2526353794361376,-4.841750745991972,1.2856669506788876e-08,1,5,0,1,1.180929307429679
167,0.16700000000000012,-5.095078423044102,0.25332767710006526,-4.8417507459440365,1.2904605384278511e-08,1,5,0,1,1.1809124015159824
168,0.16800000000000012,-5.095774982086904,0.25402423619017167,-4.841750745896732,1.295190976691174e-08,1,5,0,1,1.1808956966837219
169,0.16900000000000012,-5.096475803323122,0.2547250574730491,-4.841750745850073,1.2998569332012266e-08,1,5,0,1,1.1808791929465272
170,0.17000000000000012,-5.097180887509286,0.2554301417052549,-4.841750745804031,1.3044610724932681e-08,1,5,0,1,1.1808628903177656
171,0.17100000000000012,-5.097890235391921,0.2561394896332925,-4.841750745758628,1.3090013517569332e-08,1,5,0,1,1.180846788810543
172,0.17200000000000013,-5.098603847707466,0.2568531019935927,-4.841750745713873,1.3134768828138021e-08,1,5,0,1,1.1808308884377041
173,0.17300000000000013,-5.099321725182254,0.25757097951249364,-4.84175074566976,1.3178881985709268e-08,1,5,0,1,1.1808151892118293
174,0.17400000000000013,-5.100043868532525,0.2582931229062227,-4.841750745626302,1.3222339667606775e-08,1,5,0,1,1.1807996911452392
175,0.17500000000000013,-5.100770278464349,0.2590195328808772,-4.841750745583472,1.3265170295539974e-08,1,5,0,1,1.1807843942499865
176,0.17600000000000013,-5.101500955673699,0.259750210132406,-4.841750745541293,1.3307349000513113e-08,1,5,0,1,1.1807692985378662
177,0.17700000000000013,-5.102235900846353,0.26048515534659056,-4.841750745499763,1.3348879335239872e-08,1,5,0,1,1.1807544040204085
178,0.17800000000000013,-5.102975114657903,0.26122436919902686,-4.841750745458876,1.3389765740612347e-08,1,5,0,1,1.1807397107088793
179,0.17900000000000013,-5.103718597773735,0.26196785235510645,-4.841750745418628,1.3430013545701058e-08,1,5,0,1,1.1807252186142794
180,0.18000000000000013,-5.10446635084904,0.2627156054699988,-4.841750745379041,1.3469600546045513e-08,1,5,0,1,1.1807109277473486
181,0.18100000000000013,-5.105218374528735,0.26346762918863253,-4.841750745340103,1.3508539176143586e-08,1,5,0,1,1.1806968381185605
182,0.18200000000000013,-5.105974669447479,0.26422392414567797,-4.841750745301801,1.3546840982314734e-08,1,5,0,1,1.1806829497381255
183,0.18300000000000013,-5.10673523622968,0.2649844909655287,-4.841750745264151,1.3584490865525822e-08,1,5,0,1,1.1806692626159876
184,0.18400000000000014,-5.107500075489454,0.2657493302622841,-4.84175074522717,1.3621471950386876e-08,1,5,0,1,1.1806557767618298
185,0.18500000000000014,-5.1082691878305795,0.26651844263973146,-4.841750745190848,1.3657794006860513e-08,1,5,0,1,1.1806424921850667
186,0.18600000000000014,-5.109042573846509,0.26729182869132834,-4.8417507451551804,1.369346147583883e-08,1,5,0,1,1.1806294088948501
187,0.18700000000000014,-5.109820234120339,0.2680694890001853,-4.841750745120154,1.3728487679998125e-08,1,5,0,1,1.1806165269000637
188,0.18800000000000014,-5.110602169224856,0.26885142413904833,-4.841750745085808,1.3762833539487929e-08,1,5,0,1,1.180603846209328
189,0.18900000000000014,-5.111388379722399,0.26963763467028173,-4.841750745052117,1.3796524811482413e-08,1,5,0,1,1.1805913668309973
190,0.19000000000000014,-5.1121788661649505,0.27042812114585085,-4.8417507450191,1.3829541956056346e-08,1,5,0,1,1.1805790887731593
191,0.19100000000000014,-5.112973629094052,0.2712228841073053,-4.841750744986746,1.3861895631350762e-08,1,5,0,1,1.1805670120436353
192,0.19200000000000014,-5.113772669040809,0.27202192408576165,-4.841750744955048,1.389359383097144e-08,1,5,0,1,1.1805551366499802
193,0.19300000000000014,-5.114575986525909,0.2728252416018871,-4.841750744924022,1.3924619679528405e-08,1,5,0,1,1.1805434625994842
194,0.19400000000000014,-5.1153835820595255,0.2736328371658825,-4.841750744893643,1.3954998934195828e-08,1,5,0,1,1.1805319898991673
195,0.19500000000000015,-5.11619545614142,0.2744447112774659,-4.841750744863954,1.3984688074231144e-08,1,5,0,1,1.1805207185557887
196,0.19600000000000015,-5.117011609260787,0.27526086442585607,-4.841750744834931,1.4013711080451685e-08,1,5,0,1,1.180509648575832
197,0.19700000000000015,-5.117832041896316,0.27608129708975615,-4.84175074480656,1.4042082163712166e-08,1,5,0,1,1.1804987799655198
198,0.19800000000000015,-5.118656754516206,0.2769060097373377,-4.841750744778868,1.4069773790481577e-08,1,5,0,1,1.1804881127308047
199,0.19900000000000015,-5.119485747578091,0.277735002826224,-4.841750744751867,1.409677530261888e-08,1,5,0,1,1.1804776468773728
200,0.20000000000000015,-5.120319021529008,0.27856827680347496,-4.841750744725533,1.412310890458457e-08,1,5,0,1,1.1804673824106402
