geometry_id,system,sample_kind,region,transfer_distance_angstrom,donor_distance_angstrom,qm_energy_eV,hstate_energy_eV,hard_valence_energy_eV,over_delta_eV,angle_delta_eV,original_heavy_over_eV,selected_heavy_over_eV,original_heavy_angle_eV,selected_heavy_angle_eV,qm_relative_eV,hstate_relative_eV,hard_valence_relative_eV,hstate_residual_eV,hard_valence_residual_eV
methane_dense_transfer_0003,methane,dense_transfer_scan,transfer_microscope,0.9,1.3857142857,-1115.1317447119097,-17.85003277099601,-17.85003277099601,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.654418045719467,0.3329177340537548,0.3329177340537548,0.32150031166571225,0.32150031166571225
methane_dense_transfer_0004,methane,dense_transfer_scan,transfer_microscope,0.92,1.3857142857,-1115.1367783041985,-17.869778291856434,-17.869778291856434,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6493844534306845,0.31317221319332944,0.31317221319332944,0.3362122402373551,0.3362122402373551
methane_dense_transfer_0005,methane,dense_transfer_scan,transfer_microscope,0.94,1.3857142857,-1115.1376964158392,-17.87188419896907,-17.87188419896907,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6484663417900265,0.3110663060806935,0.3110663060806935,0.33740003570933297,0.33740003570933297
methane_dense_transfer_0006,methane,dense_transfer_scan,transfer_microscope,0.96,1.3857142857,-1115.1351620745086,-17.80913774291275,-17.80913774291275,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6510006831206283,0.373812762137014,0.373812762137014,0.27718792098361433,0.27718792098361433
methane_dense_transfer_0007,methane,dense_transfer_scan,transfer_microscope,0.98,1.3857142857,-1115.1297664497174,-17.69771142417335,-17.69771142417335,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6563963079117912,0.4852390808764149,0.4852390808764149,0.17115722703537628,0.17115722703537628
methane_dense_transfer_0008,methane,dense_transfer_scan,transfer_microscope,1.0,1.3857142857,-1115.1220352724151,-17.562201776153294,-17.562201776153294,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6641274852140668,0.6207487288964693,0.6207487288964693,0.04337875631759758,0.04337875631759758
methane_dense_transfer_0009,methane,dense_transfer_scan,transfer_microscope,1.02,1.3857142857,-1115.1124344217199,-17.426385151601373,-17.426385151601373,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6737283359093453,0.7565653534483907,0.7565653534483907,-0.08283701753904538,-0.08283701753904538
methane_dense_transfer_0010,methane,dense_transfer_scan,transfer_microscope,1.04,1.3857142857,-1115.1013749950237,-17.30938096855882,-17.30938096855882,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6847877626055379,0.8735695364909439,0.8735695364909439,-0.18878177388540607,-0.18878177388540607
methane_dense_transfer_0011,methane,dense_transfer_scan,transfer_microscope,1.06,1.3857142857,-1115.0892179309435,-17.224700641420462,-17.224700641420462,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.6969448266856944,0.9582498636293018,0.9582498636293018,-0.2613050369436074,-0.2613050369436074
methane_dense_transfer_0012,methane,dense_transfer_scan,transfer_microscope,1.08,1.3857142857,-1115.0762782082288,-17.18143597057276,-17.18143597057276,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.7098845494003854,1.0015145344770033,1.0015145344770033,-0.29162998507661797,-0.29162998507661797
methane_dense_transfer_0013,methane,dense_transfer_scan,transfer_microscope,1.1,1.3857142857,-1115.0628288215808,-17.183099068988902,-17.183099068988902,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.7233339360484479,0.9998514360608617,0.9998514360608617,-0.2765175000124138,-0.2765175000124138
methane_dense_transfer_0014,methane,dense_transfer_scan,transfer_microscope,1.12,1.3857142857,-1115.0491047991832,-17.22203069010956,-17.22203069010956,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.7370579584460302,0.9609198149402047,0.9609198149402047,-0.22386185649417456,-0.22386185649417456
methane_dense_transfer_0015,methane,dense_transfer_scan,transfer_microscope,1.14,1.3857142857,-1115.0353068001518,-17.27657813169903,-17.27657813169903,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.7508559574773699,0.9063723733507345,0.9063723733507345,-0.15551641587336462,-0.15551641587336462
methane_dense_transfer_0016,methane,dense_transfer_scan,transfer_microscope,1.16,1.3857142857,-1115.0216040343857,-17.32086716342923,-17.32086716342923,0.0,0.0,0.0,0.0,7.63065960303854e-06,7.63065960303854e-06,0.7645587232434536,0.8620833416205329,0.8620833416205329,-0.09752461837707926,-0.09752461837707926
methane_dense_transfer_0017,methane,dense_transfer_scan,transfer_microscope,1.18,1.3857142857,-1115.0081373816533,-17.31611574384323,-17.31611574384323,0.0,0.0,0.0,0.0,4.036584351327194e-05,4.036584351327194e-05,0.778025375975858,0.8668347612065332,0.8668347612065332,-0.08880938523067528,-0.08880938523067528
methane_dense_transfer_0018,methane,dense_transfer_scan,transfer_microscope,1.2,1.3857142857,-1114.995023136077,-17.31025159015739,-17.31025159015739,0.0,0.0,0.0,0.0,5.21886424817715e-05,5.21886424817715e-05,0.7911396215522473,0.8726989148923749,0.8726989148923749,-0.08155929334012768,-0.08155929334012768
methane_dense_transfer_0019,methane,dense_transfer_scan,transfer_microscope,1.22,1.3857142857,-1114.9823559001202,-17.31025159015739,-17.31025159015739,0.0,0.0,0.0,0.0,5.21886424817715e-05,5.21886424817715e-05,0.8038068575090165,0.8726989148923749,0.8726989148923749,-0.06889205738335846,-0.06889205738335846
methane_dense_transfer_0020,methane,dense_transfer_scan,transfer_microscope,1.24,1.3857142857,-1114.9702099342373,-17.31025159015739,-17.31025159015739,0.0,0.0,0.0,0.0,5.21886424817715e-05,5.21886424817715e-05,0.8159528233918536,0.8726989148923749,0.8726989148923749,-0.056746091500521345,-0.056746091500521345
methane_dense_transfer_0021,methane,dense_transfer_scan,transfer_microscope,1.26,1.3857142857,-1114.958641034212,-17.31025159015739,-17.31025159015739,0.0,0.0,0.0,0.0,5.21886424817715e-05,5.21886424817715e-05,0.8275217234172487,0.8726989148923749,0.8726989148923749,-0.04517719147512622,-0.04517719147512622
methane_dense_transfer_0022,methane,dense_transfer_scan,transfer_microscope,1.28,1.3857142857,-1114.9476902637427,-17.31025159015739,-17.31025159015739,0.0,0.0,0.0,0.0,5.21886424817715e-05,5.21886424817715e-05,0.8384724938864565,0.8726989148923749,0.8726989148923749,-0.03422642100591844,-0.03422642100591844
