x_A,hstate_energy_eV,hard_energy_eV,smooth_energy_eV,oo_taper_01,oo_taper_10,hard_oo_membership_01,hard_oo_membership_10,smooth_oo_membership_01,smooth_oo_membership_10,hard_o0_h1,hard_o0_h2,hard_o1_h1,hard_o1_h2,smooth_o0_h1,smooth_o0_h2,smooth_o1_h1,smooth_o1_h2,hard_over_delta_eV,hard_angle_delta_eV,smooth_over_delta_eV,smooth_angle_delta_eV
1.152,-10.640057004455485,-14.189543192746065,-14.17063312164502,0.2695984016452492,0.2695984016452492,0.0,0.0,0.007672878720839444,0.011574929027137346,1.0,1.0,1.0,1.0,0.9966258628928156,0.9957012583863452,0.9960528542693992,0.9923722167034633,-1.1306613863274355,-2.418824801963143,-1.1306613863274355,-2.3999147308620983
1.1529999999999998,-10.690027834829692,-14.193422292169144,-14.17501528024893,0.26690227683640644,0.26690227683640644,0.0,0.0,0.007544104099461402,0.011426096190137947,1.0,1.0,1.0,1.0,0.9966822171818915,0.9957736787186472,0.9961108658172908,0.9924630379925711,-1.1081600556183988,-2.395234401721053,-1.1081600556183988,-2.376827389800839
1.154,-10.7396235743083,-14.197295746666292,-14.17938715668953,0.2642147841244716,0.2642147841244716,0.0,0.0,0.00741469085235517,0.011274953854192,1.0,1.0,1.0,1.0,0.9967388708021787,0.9958464383454662,0.9961694883146928,0.9925555578311153,-1.0859558376444836,-2.371716334713507,-1.0859558376444836,-2.3538077447367467
1.1549999999999998,-10.78884493399529,-14.20116354339889,-14.183748467001902,0.2615360230329285,0.2615360230329285,0.0,0.0,0.007284728784487198,0.011121612844717445,1.0,1.0,1.0,1.0,0.9967957838109064,0.9959194874046063,0.9962286795471282,0.9926497076081544,-1.0640473769454046,-2.3482712324581954,-1.0640473769454046,-2.3308561560612064
1.156,-10.837692650887963,-14.205025669633244,-14.188098929505035,0.2588660927619099,0.2588660927619099,0.0,0.0,0.0071543103615931344,0.010966190542582268,1.0,1.0,1.0,1.0,0.9968529150588794,0.9959927745795277,0.996288395223457,0.9927454142339606,-1.0424332893411574,-2.324899729404123,-1.0424332893411574,-2.307972989275915
1.1569999999999998,-10.886167487487493,-14.20888211274254,-14.19243826642277,0.25620509218452847,0.25620509218452847,0.0,0.0,0.007023530177367799,0.010808810172493608,1.0,1.0,1.0,1.0,0.9969102224288816,0.9960662473937506,0.9963485892488665,0.9928426005786399,-1.0211121623085142,-2.301602462946533,-1.0211121623085142,-2.285158616626762
1.158,-10.934270231408167,-14.212732860208678,-14.196766205398504,0.25355311984320705,0.25355311984320705,0.0,0.0,0.006892484434150687,0.010649600090149664,1.0,1.0,1.0,1.0,0.9969676630681678,0.9961398524976817,0.9964092139959561,0.9929411859138941,-1.000082555361072,-2.278380073439439,-1.000082555361072,-2.262413418629266
1.1589999999999998,-10.982001694984994,-14.216577899623966,-14.201082480898751,0.2509102739460356,0.2509102739460356,0.0,0.0,0.006761270439984208,0.010488693073037778,1.0,1.0,1.0,1.0,0.9970251936137327,0.9962135359462831,0.9964702205721431,0.9930410863548191,-0.9793430004329722,-2.255233204205998,-0.9793430004329722,-2.2397377854807834
1.16,-11.029362714880072,-14.22041721869269,-14.205386835501587,0.24827665236313506,0.24827665236313506,0.0,0.0,0.006629986124676409,0.010326225619577876,1.0,1.0,1.0,1.0,0.9970827704091721,0.9962872434661515,0.9965315590816956,0.9931422152987266,-0.9588920022660814,-2.2321625015465365,-0.9588920022660814,-2.217132118355433
1.1609999999999998,-11.076354151687747,-14.224250805232574,-14.209679021067341,0.2456523526230276,0.2456523526230276,0.0,0.0,0.006498729577226683,0.010162337261063765,1.0,1.0,1.0,1.0,0.9971403497120596,0.9963609207107138,0.9965931788808181,0.9932444838581181,-0.938728038800594,-2.209168614744233,-0.938728038800594,-2.1945968305790005
1.162,-11.122976889538503,-14.228078647176124,-14.21395879978984,0.2430374719090282,0.2430374719090282,0.0,0.0,0.006367598606680807,0.009997169890564896,1.0,1.0,1.0,1.0,0.9971978878909007,0.9964345135024185,0.9966550288243343,0.9933478012851008,-0.9188495615690494,-2.1862521960685726,-0.9188495615690494,-2.172132348682288
1.1629999999999998,-11.169231835701645,-14.231900732571823,-14.218225945127664,0.24043210705564938,0.24043210705564938,0.0,0.0,0.006236690328172079,0.009830867112604783,1.0,1.0,1.0,1.0,0.9972553416108669,0.9965079680609611,0.9967170575026557,0.9934520753847393,-0.8992549960936789,-2.1634139007765,-0.8992549960936789,-2.149739113332339
1.164,-11.215119920187256,-14.235717049585311,-14.222480242616125,0.23783635454500474,0.23783635454500474,0.0,0.0,0.006106100775589261,0.009663573617064207,1.0,1.0,1.0,1.0,0.9973126680076488,0.9965812312167619,0.9967792134678789,0.9935572129150569,-0.879942742286908,-2.140654387111149,-0.879942742286908,-2.1274175801419624
1.1649999999999998,-11.260642095346629,-14.239527586500316,-14.226721490561259,0.23525031050324918,0.23525031050324918,0.0,0.0,0.005975924541995407,0.009495434580352928,1.0,1.0,1.0,1.0,0.9973698248489156,0.996654250609089,0.9968414454480086,0.9936631199716386,-0.8609111748552091,-2.1179743162984783,-0.8609111748552091,-2.105168220359421
1.166,-11.30579933547232,-14.2433323317196,-14.230949500618578,0.23267407069700957,0.23267407069700957,0.0,0.0,0.0058462544486035896,0.009326595096476945,1.0,1.0,1.0,1.0,0.9974267706830089,0.9967269748683875,0.9969037025484767,0.9937697023550464,-0.8421586437058965,-2.0953743525413833,-0.8421586437058965,-2.0829915214403614
1.1669999999999998,-11.350592636397044,-14.247131273765762,-14.235164098259808,0.23010773052984107,0.23010773052984107,0.0,0.0,0.005717181242811597,0.009157199640197972,1.0,1.0,1.0,1.0,0.9974834649746372,0.9967993537825511,0.9969659344402857,0.9938768659195162,-0.8236834743570839,-2.072855163011633,-0.8236834743570839,-2.06088798750568
1.168,-11.39502301509187,-14.250924401281932,-14.239365123131723,0.22755138503869476,0.22755138503869476,0.0,0.0,0.005588793325502327,0.008987391564053279,1.0,1.0,1.0,1.0,0.9975398682274698,0.9968713384470281,0.9970280915342734,0.9939845169016731,-0.8054839683505884,-2.050417417839475,-0.8054839683505884,-2.038858139689265
1.1689999999999998,-11.439091509263637,-14.254711703032383,-14.243552429311885,0.22500512889040053,0.22500512889040053,0.0,0.0,0.0054611765075389986,0.00881731263058055,1.0,1.0,1.0,1.0,0.9975959420936543,0.9969428813988068,0.9970901251411571,0.9940925622282625,-0.78755840366779,-2.0280617901009568,-0.78755840366779,-2.0169025163804584
1.17,-11.482799176951938,-14.25849316790305,-14.247725885466664,0.2224690563781539,0.2224690563781539,0.0,0.0,0.005334413795126937,0.00864710258067371,1.0,1.0,1.0,1.0,0.9976516494704022,0.9970139367344708,0.9971519876171661,0.9942009098021602,-0.7699050351482507,-2.0057889558028617,-0.7699050351482507,-1.995021673366477
1.1709999999999998,-11.526147096125204,-14.262268784901963,-14.251885374917327,0.2199432614180345,0.2199432614180345,0.0,0.0,0.0052085852034788535,0.008476898738605732,1.0,1.0,1.0,1.0,0.9977069545838836,0.9970844602126373,0.997213632495223,0.9943094687661713,-0.7525220949112484,-1.9835995938655104,-0.7525220949112484,-1.9732161838808755
1.172,-11.569136364276597,-14.266038543159599,-14.256030795620395,0.2174278375455187,0.2174278375455187,0.0,0.0,0.005083767598006604,0.008306835653874562,1.0,1.0,1.0,1.0,0.9977618230607812,0.997154409341212,0.9972750146017628,0.9944181497443626,-0.7354077927798921,-1.9614943861031096,-0.7354077927798921,-1.9514866385639067
1.1729999999999998,-11.611768098019217,-14.269802431929117,-14.260162060068721,0.21492287791202114,0.21492287791202114,0.0,0.0,0.004960034562078725,0.008137044779685264,1.0,1.0,1.0,1.0,0.9978162219879266,0.9972237434499946,0.997336090159411,0.9945268650609038,-0.7185603167079736,-1.9394740172019258,-0.7185603167079736,-1.92983364534153
1.174,-11.654043432681066,-14.27356044058657,-14.264279095119988,0.2124284752814431,0.2124284752814431,0.0,0.0,0.004837456290220485,0.00796765418755756,1.0,1.0,1.0,1.0,0.9978701199605221,0.9972924237492574,0.9973968168758489,0.9946355289365936,-0.7019778332093621,-1.9175391746961423,-0.7019778332093621,-1.9082578292295596
1.1749999999999998,-11.695963521899653,-14.277312558631005,-14.268381841759284,0.20994472202673792,0.20994472202673792,0.0,0.0,0.004716099505499291,0.007798788317262804,1.0,1.0,1.0,1.0,0.9979234871195082,0.9973604133749926,0.9974571540192979,0.9947440576634391,-0.6856584877898925,-1.8956905489414595,-0.6856584877898925,-1.8867598320697387
1.176,-11.737529537216236,-14.281058775684432,-14.272470254802471,0.20747171012649307,0.20747171012649307,0.0,0.0,0.00459602739972903,0.007630567761039745,1.0,1.0,1.0,1.0,0.9979762951786886,0.9974276774215823,0.9975170624811387,0.9948523697578218,-0.669600405381737,-1.8739288330864592,-0.669600405381737,-1.865340312204499
1.1769999999999998,-11.778742667670187,-14.284799081491881,-14.276544302547215,0.20500953116151716,0.20500953116151716,0.0,0.0,0.004477299595042097,0.0074631090808131816,1.0,1.0,1.0,1.0,0.998028517442262,0.9974941829626959,0.9975765048262539,0.9949603860929329,-0.6538016907800632,-1.8522547230416304,-0.6538016907800632,-1.8439999440969652
1.178,-11.819604119392869,-14.288533465921198,-14.280603966377887,0.20255827631145373,0.20255827631145373,0.0,0.0,0.0043599721253184155,0.007296524656957813,1.0,1.0,1.0,1.0,0.998080128813437,0.9975598990612446,0.997635445331749,0.9950680300112934,-0.6382604290820677,-1.83066891744626,-0.6382604290820677,-1.8227394179029492
1.1789999999999998,-11.860115115201626,-14.292261918962915,-14.284649240330996,0.20011803635140707,0.20011803635140707,0.0,0.0,0.004244097435920731,0.007130922566989535,1.0,1.0,1.0,1.0,0.9981311057948267,0.9976247967692526,0.9976938500147419,0.9951752274182686,-0.6229746861282134,-1.8091721176330748,-0.6229746861282134,-1.8015594390011564
1.18,-11.900276894193915,-14.29598443072999,-14.288680130627062,0.19768890164856961,0.19768890164856961,0.0,0.0,0.004129724400167537,0.006966406492445204,1.0,1.0,1.0,1.0,0.9981814264813248,0.9976888491185076,0.9977516866499617,0.9952819068575931,-0.6079425089455364,-1.7877650275905377,-0.6079425089455364,-1.7804607274876108
1.1809999999999998,-11.940090711341085,-14.299700991457472,-14.292696655174781,0.19527096215889062,0.19527096215889062,0.0,0.0,0.004016898350978286,0.006803075652124164,1.0,1.0,1.0,1.0,0.998231070546167,0.9977520311028547,0.9978089247779068,0.9953879995699688,-0.5931619261932105,-1.7664483539231757,-0.5931619261932105,-1.7594440176404844
1.182,-11.979557837082789,-14.303411591502178,-14.29669884305308,0.19286430742373212,0.19286430742373212,0.0,0.0,0.0039056611261385488,0.006641024759794278,1.0,1.0,1.0,1.0,0.9982800192208724,0.9978143196529893,0.9978655357043376,0.9954934395358683,-0.5786309486099247,-1.7452228058094643,-0.5786309486099247,-1.7385100573603665
1.1829999999999998,-12.018679556921189,-14.307116221342232,-14.300686733976075,0.19046902656655923,0.19046902656655923,0.0,0.0,0.0037960511256701973,0.006480344004436953,1.0,1.0,1.0,1.0,0.9983282552697464,0.9978756936045834,0.997921492491871,0.995598163503692,-0.5643475694633435,-1.7240890949576997,-0.5643475694633435,-1.7176596075915431
1.184,-12.057457171015555,-14.310814871576593,-14.304660377745819,0.18808520828964048,0.18808520828964048,0.0,0.0,0.0036881033798334345,0.0063211190510884755,1.0,1.0,1.0,1.0,0.998375762959608,0.9979361336605586,0.9979767699444538,0.9957021110044577,-0.5503097650013737,-1.7030479355596633,-0.5503097650013737,-1.6968934417288888
1.1849999999999998,-12.095891993777212,-14.314507532924514,-14.308619833697218,0.18571294087075907,0.18571294087075907,0.0,0.0,0.003581849626345349,0.00616343106034827,1.0,1.0,1.0,1.0,0.9984225280253718,0.9979956223482831,0.9980313445854588,0.9958052243541929,-0.5365154949052089,-1.6821000442420933,-0.5365154949052089,-1.6762123450147963
1.186,-12.133985353464782,-14.31819419622497,-14.31256517013919,0.18335231215994469,0.18335231215994469,0.0,0.0,0.003477318395464515,0.006007356724654124,1.0,1.0,1.0,1.0,0.9984685376320968,0.9980541439724386,0.9980851946301477,0.9959074486451982,-0.5229627027441325,-1.6612461400160559,-0.5229627027441325,-1.655617113930274
1.1869999999999998,-12.171738591779757,-14.321874852435991,-14.316496463795636,0.18100340957622607,0.18100340957622607,0.0,0.0,0.0033745351016642618,0.005852968319472842,1.0,1.0,1.0,1.0,0.9985137803340745,0.9981116845642614,0.9981382999532057,0.9960087317273215,-0.5096493164319743,-1.6404869442242613,-0.5096493164319743,-1.6351085555839044
1.188,-12.209153063462864,-14.325549492634034,-14.320413799249648,0.1786663201043815,0.1786663201043815,0.0,0.0,0.0032735221406930844,0.005700333767613747,1.0,1.0,1.0,1.0,0.9985582460314918,0.9981682318278153,0.9981906420520275,0.9961090241803588,-0.49657324868506,-1.6198231804861094,-0.49657324868506,-1.6146874871017236
1.1889999999999998,-12.246230135890494,-14.32921810801318,-14.324317268393646,0.17634113029173198,0.17634113029173198,0.0,0.0,0.0031742989909060537,0.005549516714952547,1.0,1.0,1.0,1.0,0.9986019259251764,0.9982237750839178,0.9982422040063998,0.9962082792786477,-0.48373239748179003,-1.5992555746408952,-0.48373239748179003,-1.594354735021363
1.19,-12.28297118867217,-14.332880689884425,-14.328206969888239,0.17402792624492586,0.17402792624492586,0.0,0.0,0.003076882317831038,0.005400576615930451,1.0,1.0,1.0,1.0,0.9986448124698857,0.9982783052122833,0.998292970435187,0.9963064529488825,-0.47112464652352876,-1.5787848546887264,-0.47112464652352876,-1.574111134692541
1.1909999999999998,-12.319377613248419,-14.336537229674848,-14.332083008631828,0.1717267936267523,0.1717267936267523,0.0,0.0,0.0029812860810228482,0.0052535688272925245,1.0,1.0,1.0,1.0,0.9986868993265668,0.9983318145924104,0.9983429274505871,0.9964035037221204,-0.4587478656969027,-1.558411750729526,-0.4587478656969027,-1.5539575296865062
1.192,-12.35545081248931,-14.340187718926739,-14.335945495242918,0.1694378176529745,0.1694378176529745,0.0,0.0,0.0028875216423414874,0.005108544708621868,1.0,1.0,1.0,1.0,0.9987281813139741,0.9983842970436846,0.9983920626104847,0.9964993926808936,-0.446599911537397,-1.5381369949000314,-0.446599911537397,-1.53389477121621
1.1929999999999998,-12.391192200294,-14.343832149296755,-14.33979454555676,0.16716108308916533,0.16716108308916533,0.0,0.0,0.00279559787487531,0.004965551728332002,1.0,1.0,1.0,1.0,0.9987686543599957,0.9984357477651289,0.9984403648693857,0.9965940834022823,-0.4346786276940889,-1.5179613213086656,-0.4346786276940889,-1.5139237175686722
1.194,-12.426603201190789,-14.34747051255495,-14.34363028013751,0.16489667424757487,0.16489667424757487,0.0,0.0,0.0027055212718139878,0.004824633573882563,1.0,1.0,1.0,1.0,0.9988083154530022,0.9984861632751836,0.9984878245283753,0.9966875418977422,-0.4229818453955805,-1.4978854659685819,-0.4229818453955805,-1.4940452335511405
1.1949999999999998,-12.461685249938249,-14.351102800583853,-14.347452823807037,0.1626446749840047,0.1626446749840047,0.0,0.0,0.0026172960546536157,0.00468583026508938,1.0,1.0,1.0,1.0,0.9988471625934916,0.9985355413518548,0.9985344331844993,0.9967797365504113,-0.4115073839169518,-1.4779101667286525,-0.4115073839169518,-1.4742601899518362
1.196,-12.496439791127202,-14.354729005377463,-14.351262305191156,0.16040516869470378,0.16040516869470378,0.0,0.0,0.002530924280195009,0.004549178269504142,1.0,1.0,1.0,1.0,0.9988851947462755,0.9985838809735293,0.9985801836799298,0.9968706380505662,-0.40025305104769704,-1.4580361632025638,-0.40025305104769704,-1.4545694630162582
1.1969999999999998,-12.530868278783592,-14.35834911904022,-14.355058856283808,0.1581782383132826,0.1581782383132826,0.0,0.0,0.0024464059458682427,0.00441471061894297,1.0,1.0,1.0,1.0,0.9989224117934177,0.9986311822607142,0.9986250700512315,0.9969602193298254,-0.38921664356060004,-1.4382641966960295,-0.38921664356060004,-1.4349739339396157
1.198,-12.564972175972557,-14.36196313378598,-14.358842612029644,0.15596396630763598,0.15596396630763598,0.0,0.0,0.002363739092984674,0.004282457026342208,1.0,1.0,1.0,1.0,0.9989588144880985,0.9986774464189168,0.9986690874790137,0.9970484554946443,-0.3783959476813848,-1.4185950101320388,-0.3783959476813848,-1.4154744883757022
1.1989999999999998,-12.598752954403436,-14.365571041936933,-14.362613709925185,0.1537624346768936,0.1537624346768936,0.0,0.0,0.002282919907584029,0.004152444002219223,1.0,1.0,1.0,1.0,0.9989944044095623,0.9987226756828539,0.9987122322382069,0.9971353237595737,-0.3677887395591672,-1.3990293479743312,-0.3677887395591672,-1.3960720159625835
1.2,-12.632212094035864,-14.369172835922495,-14.36637228963857,0.1515737249483846,0.1515737249483846,0.0,0.0,0.0022039428186019583,0.004024694970106628,1.0,1.0,1.0,1.0,0.9990291839192629,0.9987668732621351,0.9987545016491797,0.9972208033807137,-0.35739278573759836,-1.3795679561490313,-0.35739278573759836,-1.3767674098651064
1.2009999999999998,-12.665403556305687,-14.3727564218715,-14.370106376899747,0.14939791817461334,0.14939791817461334,0.0,0.0,0.0021268005931398266,0.003899389357540776,1.0,1.0,1.0,1.0,0.9990631561183139,0.9988100432885463,0.9987958768801202,0.9973047337623391,-0.3471550547334369,-1.3601978108323773,-0.3471550547334369,-1.3575477658606228
1.202,-12.698378002848008,-14.376309903107666,-14.373804204206749,0.147235094930261,0.147235094930261,0.0,0.0,0.0020514844286691884,0.0037766808373620167,1.0,1.0,1.0,1.0,0.9990963248063104,0.9988521907650203,0.9988363436506497,0.9973869755119883,-0.3370254966422256,-1.3409064036174334,-0.3370254966422256,-1.3384007047165163
1.2029999999999998,-12.731131910018664,-14.379833573640138,-14.377466228117044,0.14508533530920503,0.14508533530920503,0.0,0.0,0.001977984042048916,0.0036565515609382803,1.0,1.0,1.0,1.0,0.9991286944415845,0.9988933215163667,0.998875907113599,0.9974675413254628,-0.32700637044229763,-1.3216952931791752,-0.32700637044229763,-1.3193279476560809
1.204,-12.763661535496222,-14.383327734737822,-14.381092911801405,0.1429487189215432,0.1429487189215432,0.0,0.0,0.001906287755273939,0.003538983156925676,1.0,1.0,1.0,1.0,0.9991602701029252,0.9989334421418009,0.9989145727525462,0.9975464440905281,-0.31709997048470456,-1.3025662287568944,-0.31709997048470456,-1.3003314058204782
1.2049999999999998,-12.795963093725607,-14.386792694493902,-14.384684724441534,0.14082532489065808,0.14082532489065808,0.0,0.0,0.001836382577913217,0.003423956733934465,1.0,1.0,1.0,1.0,0.9991910574527864,0.9989725599693005,0.9989523463781929,0.9976236968878727,-0.3073086257110862,-1.2835209750572094,-0.3073086257110862,-1.2814130050048411
1.206,-12.828032805289693,-14.390228767393836,-14.388242140639695,0.13871523185027756,0.13871523185027756,0.0,0.0,0.0017682542862245887,0.0033114528836377696,1.0,1.0,1.0,1.0,0.9992210627019847,0.9990106830117907,0.9989892341244239,0.9976993129919384,-0.29763469884920934,-1.2645612632549321,-0.29763469884920934,-1.2625746365007924
1.2069999999999999,-12.85986688427166,-14.39363627388692,-14.39176563984027,0.13661851794156588,0.13661851794156588,0.0,0.0,0.0017018874989653235,0.0032014516842785506,1.0,1.0,1.0,1.0,0.9992502925758816,0.9990478199251531,0.9990252424440694,0.997773305871652,-0.2880805855865839,-1.2456888040286738,-0.2880805855865839,-1.2438181699820234
1.208,-12.891461532130949,-14.397015539961783,-14.395255705763292,0.1345352608102301,0.1345352608102301,0.0,0.0,0.0016372657499404393,0.0030939327045327405,1.0,1.0,1.0,1.0,0.9992787542820286,0.999083979968031,0.9990603781043822,0.9978456891910851,-0.2786487137223276,-1.2269052941085072,-0.2786487137223276,-1.225145459910015
1.2089999999999999,-12.922812935991203,-14.400366896726002,-14.398712825849968,0.132465537603647,0.132465537603647,0.0,0.0,0.0015743715573523732,0.002988875007688126,1.0,1.0,1.0,1.0,0.9993064554792491,0.9991191729633985,0.9990946481822472,0.9979164768100647,-0.26934154229760754,-1.2082124184371916,-0.26934154229760754,-1.2065583475611572
1.21,-12.953917268440891,-14.40369067999002,-14.402137490720087,0.13040942496799962,0.13040942496799962,0.0,0.0,0.0015131864900330993,0.002886257156102861,1.0,1.0,1.0,1.0,0.9993334042481189,0.9991534092618479,0.9991280600591363,0.9979856827847607,-0.2601615607048475,-1.1896118508442806,-0.2601615607048475,-1.1880586615743463
1.2109999999999999,-12.984770687876974,-14.40698722985572,-14.405530193641404,0.12836699904544785,0.12836699904544785,0.0,0.0,0.0014536912306552978,0.002786057215910715,1.0,1.0,1.0,1.0,0.9993596090628027,0.999186699706542,0.9991606214158207,0.9980533213682684,-0.25111128777612923,-1.171105254202616,-0.25111128777612923,-1.169648217988299
1.212,-13.015369339072805,-14.410256890309714,-14.408891430010842,0.12633833547129986,0.12633833547129986,0.0,0.0,0.0013958656360291556,0.0026882527619422267,1.0,1.0,1.0,1.0,0.9993850787641986,0.9992190555997723,0.9991923402268552,0.9981194070112027,-0.24219327085092912,-1.1526942803859797,-0.24219327085092912,-1.1513288200871066
1.2129999999999999,-13.045709353855324,-14.413500008821815,-14.4122216968477,0.12432350937121733,0.12432350937121733,0.0,0.0,0.0013396887946024942,0.0025928208828371515,1.0,1.0,1.0,1.0,0.9994098225343371,0.9992504886710605,0.9992232247548423,0.9981839543623204,-0.23341008482363496,-1.134380570142856,-0.23341008482363496,-1.1331022581687409
1.214,-13.07578685184614,-14.416716935948605,-14.415521492298556,0.12232259535843043,0.12232259535843043,0.0,0.0,0.001285139081286742,0.002499738186325705,1.0,1.0,1.0,1.0,0.9994338498719815,0.9992810110467317,0.9992532835444906,0.9982469782691838,-0.22476433117107417,-1.1161657529313902,-0.22476433117107417,-1.1149703092813408
1.2149999999999999,-13.10559794124719,-14.41990802494263,-14.418791315154152,0.12033566753097502,0.12033566753097502,0.0,0.0,0.0012321942097369982,0.0024089808046615134,1.0,1.0,1.0,1.0,0.9994571705693694,0.9993106352208935,0.99928252541647,0.9983084937788683,-0.21625863696040531,-1.0980514467350346,-0.21625863696040531,-1.0969347369465559
1.216,-13.135138719661684,-14.423073631367258,-14.422031664378059,0.11836279946895234,0.11836279946895234,0.0,0.0,0.0011808312822165997,0.0023205244001939553,1.0,1.0,1.0,1.0,0.9994797946900388,0.9993393740277444,0.9993109594610778,0.9983685161387282,-0.20789565383774444,-1.0800392578678293,-0.20789565383774444,-1.0789972908786307
1.2169999999999999,-13.16440527494611,-14.426214112717426,-14.425243038647151,0.11640406423179733,0.11640406423179733,0.0,0.0,0.001131026837177008,0.002234344171070714,1.0,1.0,1.0,1.0,0.9995017325476787,0.9993672406151443,0.9993385950317155,0.9984270607972136,-0.19967805699778263,-1.0621307807735327,-0.19967805699778263,-1.0611597067032583
1.218,-13.193393686090685,-14.429329828046601,-14.428425935903963,0.11445953435557821,0.11445953435557821,0.0,0.0,0.0010827568946843492,0.0021504148570693315,1.0,1.0,1.0,1.0,0.9995229946859462,0.9993942484193696,0.9993654417381868,0.9984841434047441,-0.19160854413485268,-1.044327597821062,-0.19160854413485268,-1.043423705678424
1.2189999999999999,-13.222100024126984,-14.43242113759999,-14.431580852920792,0.11252928185031091,0.11252928185031091,0.0,0.0,0.0010359969998208502,0.002068710745558708,1.0,1.0,1.0,1.0,0.9995435918591915,0.9994204111409877,0.9993915094398138,0.9985397798146276,-0.18368983437575062,-1.0266312790972556,-0.18368983437575062,-1.025790994418058
1.22,-13.25052035306213,-14.435488402454416,-14.434708284875763,0.1106133781972859,0.1106133781972859,0.0,0.0,0.0009907222641869053,0.0019892056775982336,1.0,1.0,1.0,1.0,0.9995635350140362,0.9994457427217769,0.9994168082383809,0.9985939860840207,-0.1759246671946541,-1.0090433821976315,-0.1759246671946541,-1.008263264618979
1.2209999999999999,-13.278650730838518,-14.438531984164847,-14.437808724940632,0.1087118943464303,0.1087118943464303,0.0,0.0,0.000946907405625945,0.0019118730541880513,1.0,1.0,1.0,1.0,0.9995828352717461,0.9994702573226282,0.9994413484708988,0.9986467784749129,-0.16831580131063012,-0.9915654520157,-0.16831580131063012,-0.9908421927914843
1.222,-13.306487210319183,-14.441552244417919,-14.440882663880524,0.10682490071367307,0.10682490071367307,0.0,0.0,0.0009045267862885268,0.001836685842687675,1.0,1.0,1.0,1.0,0.9996015039113504,0.999493969302361,0.9994651407021938,0.9986981734551184,-0.16086601356796637,-0.9741990205307692,-0.16086601356796637,-0.9735294399933742
1.2229999999999999,-13.334025840298146,-14.444549544692611,-14.443930589665596,0.10495246717833984,0.10495246717833984,0.0,0.0,0.0008635544491477846,0.0017636165834274957,1.0,1.0,1.0,1.0,0.9996195523534555,0.9995168931973968,0.999488195717317,0.9987481876992558,-0.15357809779985565,-0.9569456065946109,-0.15357809779985565,-0.9563266515675957
1.224,-13.361262666535442,-14.4475242459282,-14.446952987107544,0.10309466308056775,0.10309466308056775,0.0,0.0,0.0008239641530719487,0.0016926373389322266,1.0,1.0,1.0,1.0,0.9996369921447029,0.9995390437022251,0.9995105245331284,0.9987968381279392,-0.14645486367577598,-0.9398067157169824,-0.14645486367577598,-0.9392354568963247
1.2249999999999999,-13.388193732816816,-14.450476708199782,-14.449950337840667,0.10125155721873325,0.10125155721873325,0.0,0.0,0.0007857294065532995,0.0016237180950342332,1.0,1.0,1.0,1.0,0.999653834942832,0.9995604356506147,0.999532138898695,0.9988441430062708,-0.13949913553297352,-0.9227838398499912,-0.13949913553297352,-0.9222574694908773
1.226,-13.414815082037428,-14.45340729040138,-14.452923119924225,0.09942321784690555,0.09942321784690555,0.0,0.0,0.0007488235001870537,0.0015568266454889768,1.0,1.0,1.0,1.0,0.9996700925023002,0.9995810839975126,0.9995530513015631,0.9988901220529479,-0.1327137511924974,-0.9058784571714547,-0.1327137511924974,-0.905394286694299
1.2269999999999999,-13.44112275730958,-14.456316349937056,-14.455871807051343,0.09760971267232355,0.09760971267232355,0.0,0.0,0.0007132195379865587,0.0014919304852850652,1.0,1.0,1.0,1.0,0.9996857766604262,0.9996010038015875,0.9995732743706346,0.9989347951440803,-0.12610156076022067,-0.8890920318672555,-0.12610156076022067,-0.8886474889815428
1.228,-13.467112803094087,-14.459204242419865,-14.458796868205301,0.09581110885287902,0.09581110885287902,0.0,0.0,0.0006788904676143962,0.001428996933345324,1.0,1.0,1.0,1.0,0.9997008993240152,0.9996202102083704,0.9995928208340691,0.9989781822325854,-0.1196654254132157,-0.8724260139125617,-0.1196654254132157,-0.8720186396979983
1.2289999999999999,-13.492781266354797,-14.462071321379105,-14.46169876735353,0.09402747299464093,0.09402747299464093,0.0,0.0,0.000645809109603104,0.0013679931473672823,1.0,1.0,1.0,1.0,0.99971547245644,0.9996387184339569,0.9996117035092089,0.999020303343424,-0.11340821617205163,-0.8558818388522552,-0.11340821617205163,-0.855509284826681
1.23,-13.518124197736295,-14.464917937975823,-14.46457796315396,0.09225887114938008,0.09225887114938008,0.0,0.0,0.0006139481856313577,0.0013088861387748894,1.0,1.0,1.0,1.0,0.9997295080651404,0.9996565437492282,0.9996299352924849,0.9990611785687404,-0.10733281265932203,-0.8394609275802045,-0.10733281265932203,-0.8391209527583436
1.2309999999999999,-13.543137652764166,-14.467744440726861,-14.467434908673859,0.09050536881212645,0.09050536881212645,0.0,0.0,0.0005832803459162671,0.0012516427877760138,1.0,1.0,1.0,1.0,0.9997430181895196,0.9996737014645641,0.9996475291493173,0.9991008280629067,-0.1014421018449754,-0.8231646861177195,-0.1014421018449754,-0.8228551540647167
1.232,-13.56781769306746,-14.470551175237393,-14.470270051120956,0.08876703091874566,0.08876703091874566,0.0,0.0,0.0005537781957753118,0.0011962298585185827,1.0,1.0,1.0,1.0,0.9997560148892102,0.9996902069150145,0.999664498104018,0.9991392720374634,-0.09573897677886548,-0.8069945053910683,-0.09573897677886548,-0.8067133812746317
