geometry_id,system,split,sample_kind,region,donor_distance_angstrom,transfer_distance_angstrom,base_energy_eV,qm_energy_eV,base_reference_eV,qm_reference_eV,base_relative_eV,qm_relative_eV,residual_target_eV,base_force_max_eV_per_angstrom
formaldehyde_jitter_0004,formaldehyde,train,jitter,product_like,1.5204033187,0.8831282309,-14.375931718112414,-3128.706502241266,-15.278360339065305,-3128.712103255751,0.9024286209528913,0.005601014484909683,-0.8968276064679817,27.830822173066966
formaldehyde_jitter_0005,formaldehyde,train,jitter,product_like,1.4549587514,0.6712112161,-12.757306546037325,-3128.125505808116,-15.278360339065305,-3128.712103255751,2.5210537930279795,0.5865974476350857,-1.9344563453928938,26.891797079606754
formaldehyde_jitter_0006,formaldehyde,train,jitter,product_like,1.4562870479,0.7319938221,-12.88619040418675,-3128.3582487652507,-15.278360339065305,-3128.712103255751,2.392169934878554,0.3538544905004528,-2.0383154443781013,28.399202821942204
formaldehyde_jitter_0007,formaldehyde,train,jitter,off_path,1.7084380804,1.423647828,-11.177602053884451,-3127.2823431337774,-15.278360339065305,-3128.712103255751,4.100758285180854,1.4297601219736862,-2.6709981632071678,4.15276694081382
formaldehyde_jitter_0008,formaldehyde,train,jitter,off_path,1.0362492347,0.7296313641,-11.912694603979531,-3125.057042736451,-15.278360339065305,-3128.712103255751,3.3656657350857735,3.65506051930015,0.2893947842143767,3.435275253429468
formaldehyde_jitter_0009,formaldehyde,train,jitter,off_path,1.3742678135,1.4381386108,-14.600342502886583,-3127.9805372490487,-15.278360339065305,-3128.712103255751,0.6780178361787215,0.731566006702451,0.05354817052372951,4.696418374014908
formaldehyde_jitter_0010,formaldehyde,train,jitter,transfer_region,1.4630209074,0.957891005,-12.80477819968969,-3128.4569719345177,-15.278360339065305,-3128.712103255751,2.4735821393756154,0.25513132123342075,-2.2184508181421947,27.061192426540977
formaldehyde_jitter_0011,formaldehyde,train,jitter,off_path,1.7002704703,1.412589038,-11.197352637420241,-3127.3368648647547,-15.278360339065305,-3128.712103255751,4.081007701645063,1.375238390996401,-2.7057693106486624,5.085241655272839
formaldehyde_jitter_0012,formaldehyde,train,jitter,transfer_region,1.2618723928,1.2173031155,-14.903679943244601,-3128.4217884211093,-15.278360339065305,-3128.712103255751,0.3746803958207039,0.29031483464177654,-0.08436556117892735,5.549395247625616
formaldehyde_jitter_0013,formaldehyde,train,jitter,transfer_region,1.7005710634,1.2184338143,-11.11244614471652,-3127.761751326999,-15.278360339065305,-3128.712103255751,4.165914194348785,0.9503519287522977,-3.2155622655964873,4.014780127425288
