geometry_id,system,sample_kind,region,transfer_distance_angstrom,donor_distance_angstrom,qm_energy_eV,hstate_energy_eV,smooth_valence_energy_eV,over_delta_eV,angle_delta_eV,qm_relative_eV,hstate_relative_eV,smooth_valence_relative_eV,hstate_residual_eV,smooth_valence_residual_eV
water_dense_transfer_0016,water,dense_transfer_scan,transfer_microscope,1.4,1.0285714286,-4138.510302873076,-14.795642476173075,-14.795642476173075,0.0,0.0,0.6089251453677207,0.33936684631448344,0.33936684631448344,0.26955829905323725,0.26955829905323725
water_dense_transfer_0017,water,dense_transfer_scan,transfer_microscope,1.42,1.0285714286,-4138.5554243140605,-14.83449400707593,-14.83449400707593,0.0,0.0,0.5638037043836448,0.30051531541162824,0.30051531541162824,0.26328838897201656,0.26328838897201656
water_dense_transfer_0018,water,dense_transfer_scan,transfer_microscope,1.44,1.0285714286,-4138.598031232143,-14.880480607038969,-14.880480607038969,0.0,0.0,0.5211967863015161,0.2545287154485898,0.2545287154485898,0.2666680708529263,0.2666680708529263
water_dense_transfer_0019,water,dense_transfer_scan,transfer_microscope,1.46,1.0285714286,-4138.638147471282,-14.930462397254265,-14.930462397254265,0.0,0.0,0.4810805471624917,0.2045469252332932,0.2045469252332932,0.2765336219291985,0.2765336219291985
water_dense_transfer_0020,water,dense_transfer_scan,transfer_microscope,1.48,1.0285714286,-4138.675826062988,-14.977394087484917,-14.977394087484917,0.0,0.0,0.44340195545646566,0.15761523500264119,0.15761523500264119,0.28578672045382447,0.28578672045382447
water_dense_transfer_0021,water,dense_transfer_scan,transfer_microscope,1.5,1.0285714286,-4138.7112036449325,-15.013498561270788,-15.013498561270788,0.0,0.0,0.40802437351158005,0.12151076121677029,0.12151076121677029,0.28651361229480976,0.28651361229480976
water_dense_transfer_0022,water,dense_transfer_scan,transfer_microscope,1.52,1.0285714286,-4138.744332962799,-15.034122974778452,-15.034122974778452,0.0,0.0,0.3748950556455384,0.10088634770910687,0.10088634770910687,0.2740087079364315,0.2740087079364315
water_dense_transfer_0023,water,dense_transfer_scan,transfer_microscope,1.54,1.0285714286,-4138.775243356848,-15.039030186499849,-15.039030186499849,0.0,0.0,0.3439846615965507,0.0959791359877098,0.0959791359877098,0.24800552560884093,0.24800552560884093
water_dense_transfer_0024,water,dense_transfer_scan,transfer_microscope,1.56,1.0285714286,-4138.804090220661,-15.039030186499849,-15.039030186499849,0.0,0.0,0.31513779778288153,0.0959791359877098,0.0959791359877098,0.21915866179517174,0.21915866179517174
water_dense_transfer_0025,water,dense_transfer_scan,transfer_microscope,1.58,1.0285714286,-4138.830993008928,-15.039030186499849,-15.039030186499849,0.0,0.0,0.2882350095160291,0.0959791359877098,0.0959791359877098,0.1922558735283193,0.1922558735283193
water_dense_transfer_0026,water,dense_transfer_scan,transfer_microscope,1.6,1.0285714286,-4138.855954871499,-15.039030186499849,-15.039030186499849,0.0,0.0,0.26327314694481174,0.0959791359877098,0.0959791359877098,0.16729401095710195,0.16729401095710195
water_dense_transfer_0027,water,dense_transfer_scan,transfer_microscope,1.62,1.0285714286,-4138.879066206727,-15.039030186499849,-15.039030186499849,0.0,0.0,0.24016181171737117,0.0959791359877098,0.0959791359877098,0.14418267572966137,0.14418267572966137
water_dense_transfer_0028,water,dense_transfer_scan,transfer_microscope,1.64,1.0285714286,-4138.900530246584,-15.039030186499849,-15.039030186499849,0.0,0.0,0.21869777186020656,0.0959791359877098,0.0959791359877098,0.12271863587249676,0.12271863587249676
formaldehyde_reactant_reference_0000,formaldehyde,reactant_reference,reactant_reference,5.0,1.09,-3128.712103255752,-15.278360339065305,-15.278360339065305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formaldehyde_product_reference_0000,formaldehyde,product_reference,product_reference,0.74144,5.0,-3129.2079963042843,-15.716946152270513,-15.716946152270513,0.0,0.0,-0.4958930485322526,-0.43858581320520784,-0.43858581320520784,-0.05730723532704474,-0.05730723532704474
formaldehyde_dense_transfer_0000,formaldehyde,dense_transfer_scan,transfer_microscope,0.84,1.3857142857,-3128.5198545859234,-15.558696945785833,-15.558696945785833,0.0,0.0,0.19224866982858657,-0.2803366067205282,-0.2803366067205282,0.47258527654911475,0.47258527654911475
formaldehyde_dense_transfer_0001,formaldehyde,dense_transfer_scan,transfer_microscope,0.86,1.3857142857,-3128.538540172527,-15.559440092718685,-15.559440092718685,0.0,0.0,0.1735630832249626,-0.2810797536533798,-0.2810797536533798,0.4546428368783424,0.4546428368783424
formaldehyde_dense_transfer_0002,formaldehyde,dense_transfer_scan,transfer_microscope,0.88,1.3857142857,-3128.550174803572,-15.556813972424669,-15.556813972424669,0.0,0.0,0.1619284521798363,-0.2784536333593639,-0.2784536333593639,0.4403820855392002,0.4403820855392002
formaldehyde_dense_transfer_0003,formaldehyde,dense_transfer_scan,transfer_microscope,0.9,1.3857142857,-3128.5556879220735,-15.551737835616924,-15.551737835616924,0.0,0.0,0.1564153336785239,-0.27337749655161936,-0.27337749655161936,0.42979283023014325,0.42979283023014325
formaldehyde_dense_transfer_0004,formaldehyde,dense_transfer_scan,transfer_microscope,0.92,1.3857142857,-3128.55591278455,-15.545000454999599,-15.545000454999599,0.0,0.0,0.15619047120208052,-0.26664011593429393,-0.26664011593429393,0.42283058713637445,0.42283058713637445
formaldehyde_dense_transfer_0005,formaldehyde,dense_transfer_scan,transfer_microscope,0.94,1.3857142857,-3128.551597634878,-15.517447960239178,-15.517447960239178,0.0,0.0,0.1605056208741189,-0.23908762117387283,-0.23908762117387283,0.39959324204799174,0.39959324204799174
formaldehyde_dense_transfer_0006,formaldehyde,dense_transfer_scan,transfer_microscope,0.96,1.3857142857,-3128.543415087589,-15.411326242890174,-15.411326242890174,0.0,0.0,0.16868816816304388,-0.1329659038248696,-0.1329659038248696,0.3016540719879135,0.3016540719879135
formaldehyde_dense_transfer_0007,formaldehyde,dense_transfer_scan,transfer_microscope,0.98,1.3857142857,-3128.531969909391,-15.242699664389281,-15.242699664389281,0.0,0.0,0.18013334636088985,0.03566067467602352,0.03566067467602352,0.14447267168486633,0.14447267168486633
formaldehyde_dense_transfer_0008,formaldehyde,dense_transfer_scan,transfer_microscope,1.0,1.3857142857,-3128.5178057548574,-15.039367476191615,-15.039367476191615,0.0,0.0,0.19429750089466324,0.23899286287369037,0.23899286287369037,-0.044695361979027126,-0.044695361979027126
formaldehyde_dense_transfer_0009,formaldehyde,dense_transfer_scan,transfer_microscope,1.02,1.3857142857,-3128.501410733337,-14.832105986433083,-14.832105986433083,0.0,0.0,0.21069252241522918,0.4462543526322218,0.4462543526322218,-0.23556183021699262,-0.23556183021699262
formaldehyde_dense_transfer_0010,formaldehyde,dense_transfer_scan,transfer_microscope,1.04,1.3857142857,-3128.4832223753433,-14.650050721577943,-14.650050721577943,0.0,0.0,0.2288808804087239,0.6283096174873624,0.6283096174873624,-0.39942873707863846,-0.39942873707863846
formaldehyde_dense_transfer_0011,formaldehyde,dense_transfer_scan,transfer_microscope,1.06,1.3857142857,-3128.4636319179363,-14.515838869356882,-14.515838869356882,0.0,0.0,0.24847133781577213,0.7625214697084228,0.7625214697084228,-0.5140501318926507,-0.5140501318926507
formaldehyde_dense_transfer_0012,formaldehyde,dense_transfer_scan,transfer_microscope,1.08,1.3857142857,-3128.4429880506914,-14.44223006023542,-14.44223006023542,0.0,0.0,0.26911520506064335,0.8361302788298843,0.8361302788298843,-0.567015073769241,-0.567015073769241
formaldehyde_dense_transfer_0013,formaldehyde,dense_transfer_scan,transfer_microscope,1.1,1.3857142857,-3128.4216002995377,-14.429757675176804,-14.429757675176804,0.0,0.0,0.29050295621436817,0.8486026638885011,0.8486026638885011,-0.558099707674133,-0.558099707674133
formaldehyde_dense_transfer_0014,formaldehyde,dense_transfer_scan,transfer_microscope,1.12,1.3857142857,-3128.39974217119,-14.46413942789613,-14.46413942789613,0.0,0.0,0.3123610845618714,0.8142209111691745,0.8142209111691745,-0.5018598266073031,-0.5018598266073031
formaldehyde_dense_transfer_0015,formaldehyde,dense_transfer_scan,transfer_microscope,1.14,1.3857142857,-3128.3776541406205,-14.51783487655461,-14.51783487655461,0.0,0.0,0.33444911513151965,0.7605254625106941,0.7605254625106941,-0.42607634737917444,-0.42607634737917444
formaldehyde_dense_transfer_0016,formaldehyde,dense_transfer_scan,transfer_microscope,1.16,1.3857142857,-3128.3555460209095,-14.562058332894377,-14.562058332894377,0.0,0.0,0.3565572348425121,0.7163020061709275,0.7163020061709275,-0.3597447713284154,-0.3597447713284154
formaldehyde_dense_transfer_0017,formaldehyde,dense_transfer_scan,transfer_microscope,1.18,1.3857142857,-3128.333599197464,-14.589142343857853,-14.589142343857853,0.0,0.0,0.37850405828794464,0.6892179952074518,0.6892179952074518,-0.3107139369195071,-0.3107139369195071
formaldehyde_dense_transfer_0018,formaldehyde,dense_transfer_scan,transfer_microscope,1.2,1.3857142857,-3128.311969440319,-14.59109890467536,-14.59109890467536,0.0,0.0,0.40013381543303694,0.6872614343899457,0.6872614343899457,-0.28712761895690875,-0.28712761895690875
formaldehyde_dense_transfer_0019,formaldehyde,dense_transfer_scan,transfer_microscope,1.22,1.3857142857,-3128.290789258928,-14.59109890467536,-14.59109890467536,0.0,0.0,0.42131399682421034,0.6872614343899457,0.6872614343899457,-0.26594743756573536,-0.26594743756573536
formaldehyde_dense_transfer_0020,formaldehyde,dense_transfer_scan,transfer_microscope,1.24,1.3857142857,-3128.2701691997395,-14.59109890467536,-14.59109890467536,0.0,0.0,0.441934056012542,0.6872614343899457,0.6872614343899457,-0.2453273783774037,-0.2453273783774037
formaldehyde_dense_transfer_0021,formaldehyde,dense_transfer_scan,transfer_microscope,1.26,1.3857142857,-3128.2501994565037,-14.59109890467536,-14.59109890467536,0.0,0.0,0.46190379924837544,0.6872614343899457,0.6872614343899457,-0.22535763514157026,-0.22535763514157026
formaldehyde_dense_transfer_0022,formaldehyde,dense_transfer_scan,transfer_microscope,1.28,1.3857142857,-3128.230952639451,-14.59109890467536,-14.59109890467536,0.0,0.0,0.48115061630096534,0.6872614343899457,0.6872614343899457,-0.20611081808898035,-0.20611081808898035
methane_reactant_reference_0000,methane,reactant_reference,reactant_reference,5.0,1.09,-1115.7861627576292,-18.182950505049764,-18.182950505049764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methane_product_reference_0000,methane,product_reference,product_reference,0.74144,5.0,-1115.2449136524867,-18.127770065517772,-18.127770065517772,0.0,0.0,0.5412491051424695,0.055180439531991254,0.055180439531991254,0.48606866561047823,0.48606866561047823
methane_dense_transfer_0000,methane,dense_transfer_scan,transfer_microscope,0.84,1.3857142857,-1115.0840765090138,-17.779771549267863,-17.779771549267863,0.0,0.0,0.7020862486153874,0.40317895578190033,0.40317895578190033,0.29890729283348705,0.29890729283348705
methane_dense_transfer_0001,methane,dense_transfer_scan,transfer_microscope,0.86,1.3857142857,-1115.1062736163965,-17.805657540714865,-17.805657540714865,0.0,0.0,0.6798891412327066,0.3772929643348988,0.3772929643348988,0.3025961768978078,0.3025961768978078
methane_dense_transfer_0002,methane,dense_transfer_scan,transfer_microscope,0.88,1.3857142857,-1115.1218533049846,-17.82884337745182,-17.82884337745182,0.0,0.0,0.6643094526446021,0.3541071275979455,0.3541071275979455,0.31020232504665657,0.31020232504665657
methane_dense_transfer_0003,methane,dense_transfer_scan,transfer_microscope,0.9,1.3857142857,-1115.1317447119097,-17.85003277099601,-17.85003277099601,0.0,0.0,0.654418045719467,0.3329177340537548,0.3329177340537548,0.32150031166571225,0.32150031166571225
methane_dense_transfer_0004,methane,dense_transfer_scan,transfer_microscope,0.92,1.3857142857,-1115.1367783041985,-17.869778291856434,-17.869778291856434,0.0,0.0,0.6493844534306845,0.31317221319332944,0.31317221319332944,0.3362122402373551,0.3362122402373551
methane_dense_transfer_0005,methane,dense_transfer_scan,transfer_microscope,0.94,1.3857142857,-1115.1376964158392,-17.87188419896907,-17.87188419896907,0.0,0.0,0.6484663417900265,0.3110663060806935,0.3110663060806935,0.33740003570933297,0.33740003570933297
methane_dense_transfer_0006,methane,dense_transfer_scan,transfer_microscope,0.96,1.3857142857,-1115.1351620745086,-17.80913774291275,-17.80913774291275,0.0,0.0,0.6510006831206283,0.373812762137014,0.373812762137014,0.27718792098361433,0.27718792098361433
methane_dense_transfer_0007,methane,dense_transfer_scan,transfer_microscope,0.98,1.3857142857,-1115.1297664497174,-17.69771142417335,-17.69771142417335,0.0,0.0,0.6563963079117912,0.4852390808764149,0.4852390808764149,0.17115722703537628,0.17115722703537628
methane_dense_transfer_0008,methane,dense_transfer_scan,transfer_microscope,1.0,1.3857142857,-1115.1220352724151,-17.562201776153294,-17.562201776153294,0.0,0.0,0.6641274852140668,0.6207487288964693,0.6207487288964693,0.04337875631759758,0.04337875631759758
methane_dense_transfer_0009,methane,dense_transfer_scan,transfer_microscope,1.02,1.3857142857,-1115.1124344217199,-17.426385151601373,-17.426385151601373,0.0,0.0,0.6737283359093453,0.7565653534483907,0.7565653534483907,-0.08283701753904538,-0.08283701753904538
methane_dense_transfer_0010,methane,dense_transfer_scan,transfer_microscope,1.04,1.3857142857,-1115.1013749950237,-17.30938096855882,-17.30938096855882,0.0,0.0,0.6847877626055379,0.8735695364909439,0.8735695364909439,-0.18878177388540607,-0.18878177388540607
methane_dense_transfer_0011,methane,dense_transfer_scan,transfer_microscope,1.06,1.3857142857,-1115.0892179309435,-17.224700641420462,-17.224700641420462,0.0,0.0,0.6969448266856944,0.9582498636293018,0.9582498636293018,-0.2613050369436074,-0.2613050369436074
methane_dense_transfer_0012,methane,dense_transfer_scan,transfer_microscope,1.08,1.3857142857,-1115.0762782082288,-17.18143597057276,-17.18143597057276,0.0,0.0,0.7098845494003854,1.0015145344770033,1.0015145344770033,-0.29162998507661797,-0.29162998507661797
methane_dense_transfer_0013,methane,dense_transfer_scan,transfer_microscope,1.1,1.3857142857,-1115.0628288215808,-17.183099068988902,-17.183099068988902,0.0,0.0,0.7233339360484479,0.9998514360608617,0.9998514360608617,-0.2765175000124138,-0.2765175000124138
methane_dense_transfer_0014,methane,dense_transfer_scan,transfer_microscope,1.12,1.3857142857,-1115.0491047991832,-17.22203069010956,-17.22203069010956,0.0,0.0,0.7370579584460302,0.9609198149402047,0.9609198149402047,-0.22386185649417456,-0.22386185649417456
methane_dense_transfer_0015,methane,dense_transfer_scan,transfer_microscope,1.14,1.3857142857,-1115.0353068001518,-17.27657813169903,-17.27657813169903,0.0,0.0,0.7508559574773699,0.9063723733507345,0.9063723733507345,-0.15551641587336462,-0.15551641587336462
methane_dense_transfer_0016,methane,dense_transfer_scan,transfer_microscope,1.16,1.3857142857,-1115.0216040343857,-17.32086716342923,-17.32086716342923,0.0,0.0,0.7645587232434536,0.8620833416205329,0.8620833416205329,-0.09752461837707926,-0.09752461837707926
methane_dense_transfer_0017,methane,dense_transfer_scan,transfer_microscope,1.18,1.3857142857,-1115.0081373816533,-17.31611574384323,-17.31611574384323,0.0,0.0,0.778025375975858,0.8668347612065332,0.8668347612065332,-0.08880938523067528,-0.08880938523067528
methane_dense_transfer_0018,methane,dense_transfer_scan,transfer_microscope,1.2,1.3857142857,-1114.995023136077,-17.31025159015739,-17.31025159015739,0.0,0.0,0.7911396215522473,0.8726989148923749,0.8726989148923749,-0.08155929334012768,-0.08155929334012768
methane_dense_transfer_0019,methane,dense_transfer_scan,transfer_microscope,1.22,1.3857142857,-1114.9823559001202,-17.31025159015739,-17.31025159015739,0.0,0.0,0.8038068575090165,0.8726989148923749,0.8726989148923749,-0.06889205738335846,-0.06889205738335846
methane_dense_transfer_0020,methane,dense_transfer_scan,transfer_microscope,1.24,1.3857142857,-1114.9702099342373,-17.31025159015739,-17.31025159015739,0.0,0.0,0.8159528233918536,0.8726989148923749,0.8726989148923749,-0.056746091500521345,-0.056746091500521345
methane_dense_transfer_0021,methane,dense_transfer_scan,transfer_microscope,1.26,1.3857142857,-1114.958641034212,-17.31025159015739,-17.31025159015739,0.0,0.0,0.8275217234172487,0.8726989148923749,0.8726989148923749,-0.04517719147512622,-0.04517719147512622
methane_dense_transfer_0022,methane,dense_transfer_scan,transfer_microscope,1.28,1.3857142857,-1114.9476902637427,-17.31025159015739,-17.31025159015739,0.0,0.0,0.8384724938864565,0.8726989148923749,0.8726989148923749,-0.03422642100591844,-0.03422642100591844
