system,approach,contact_distance_A,actual_min_distance_A,probe_centre_distance_A,exch10_hartree,exch10_eV,exch10_s2_hartree,exch10_s2_eV,exact_to_s2_ratio,target_atoms_json,probe_atoms_json,target_bonds_json,approach_vector_json,status
CH3NH2,methyl_face,2.2,2.2000000000000006,2.679281112055176,0.007961820411080704,0.216652170427108,0.007899786553119074,0.2149641431577853,1.00785259924993,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [-2.308561112055176, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-3.0500011120551758, 0.0, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[-1.0, 0.0, 0.0]",ok
CH3NH2,CH_bond,1.2,1.2000000000000008,2.6607200000000004,0.04275353294461939,1.163382898336611,0.041289546219406476,1.1235457900978432,1.0354565951738368,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [-0.7633333333333334, 2.159032705222926, 0.0]}, {""element"": ""H"", ""xyz"": [-1.01048, 2.8580690410135308, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[-0.3333333333333333, 0.9428090415820635, 0.0]",ok
CH3NH2,CH_bond,1.5,1.5000000000000002,2.96072,0.016605683006022443,0.45186365415531576,0.016363086906103004,0.4452622779786376,1.0148258150379288,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [-0.8633333333333333, 2.4418754176975446, 0.0]}, {""element"": ""H"", ""xyz"": [-1.11048, 3.140911753488149, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[-0.3333333333333333, 0.9428090415820635, 0.0]",ok
CH3NH2,CH_bond,1.85,1.8500000000000003,3.31072,0.005297602876066324,0.14415511803849762,0.005270119200330665,0.14340724912259512,1.0052150007790972,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [-0.98, 2.7718585822512667, 0.0]}, {""element"": ""H"", ""xyz"": [-1.2271466666666666, 3.4708949180418713, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[-0.3333333333333333, 0.9428090415820635, 0.0]",ok
CH3NH2,CH_bond,2.2,2.200000000000001,3.660720000000001,0.0016460449047748396,0.044791163682068695,0.0016431144302423391,0.04471142140768079,1.001783487795228,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [-1.096666666666667, 3.1018417468049897, 0.0]}, {""element"": ""H"", ""xyz"": [-1.3438133333333335, 3.8008780825955943, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[-0.3333333333333333, 0.9428090415820635, 0.0]",ok
CH3NH2,NH_bond,1.2,1.2000000000000004,3.5071493782051557,0.034357661570108285,0.9349195994931551,0.03346000200852515,0.910493038445512,1.0268278394410864,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [2.4314860161261427, 1.0440011598396273, 1.6837834112809498]}, {""element"": ""H"", ""xyz"": [3.0062800810982777, 1.2907990712896396, 2.0818234185374074]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.7752401610003978, 0.33286295782532954, 0.5368472260148599]",ok
CH3NH2,NH_bond,1.5,1.5000000000000004,3.8222394956242187,0.012644447898231609,0.34407295562605145,0.0125094015159875,0.3403981563576837,1.0107955909858286,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [2.6757565294837313, 1.1488829883052671, 1.8529386667620704]}, {""element"": ""H"", ""xyz"": [3.2505505944558664, 1.3956808997552794, 2.250978674018528]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.7752401610003978, 0.33286295782532954, 0.5368472260148599]",ok
CH3NH2,NH_bond,1.85,1.8500000000000003,4.183353481101507,0.0037970987231104028,0.103324319968705,0.0037833818943224283,0.10295106604248534,1.0036255469765183,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [2.95570659372464, 1.2690844576233304, 2.0468017081407233]}, {""element"": ""H"", ""xyz"": [3.530500658696775, 1.5158823690733427, 2.444841715397181]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.7752401610003978, 0.33286295782532954, 0.5368472260148599]",ok
CH3NH2,NH_bond,2.2,2.2000000000000015,4.540814096074068,0.0011093892214705438,0.03018801860257089,0.0011080846768142646,0.03015252013405374,1.0011772969011987,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [3.2328244184272688, 1.3880698552291582, 2.2387034476983083]}, {""element"": ""H"", ""xyz"": [3.807618483399404, 1.6348677666791704, 2.636743454954766]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.7752401610003978, 0.33286295782532954, 0.5368472260148599]",ok
CH3NH2,N_lone,1.2,1.2000000000000002,2.371427573710688,0.3248763457370193,8.84033572603517,0.2617396311288853,7.1222981985305225,1.241219544536778,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [1.6067111549330981, -1.1921870910712207, 0.0]}, {""element"": ""H"", ""xyz"": [2.2021404592287497, -1.6339983824457127, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.8030714613396251, -0.5958827300583892, 0.0]",ok
CH3NH2,N_lone,1.5,1.5000000000000002,2.76890322092981,0.1295234340816247,3.5245121927018555,0.11786274422366831,3.2072086570823295,1.0989344846394198,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [1.9259125037922715, -1.4290359648678763, 0.0]}, {""element"": ""H"", ""xyz"": [2.5213418080879233, -1.8708472562423684, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.8030714613396251, -0.5958827300583892, 0.0]",ok
CH3NH2,N_lone,1.85,1.8500000000000003,3.180718334046721,0.04422268456965977,1.2033605506595055,0.04268004967257852,1.1613833166384877,1.036144168268679,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [2.2566294684848125, -1.6744294787512857, 0.0]}, {""element"": ""H"", ""xyz"": [2.8520587727804645, -2.1162407701257777, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.8030714613396251, -0.5958827300583892, 0.0]",ok
CH3NH2,N_lone,2.2,2.2000000000000006,3.569332116933298,0.014918096134398852,0.40594207596790766,0.014724424367178463,0.4006719987051306,1.0131530959982444,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [2.568714107004255, -1.9059977206360572, 0.0]}, {""element"": ""H"", ""xyz"": [3.164143411299907, -2.3478090120105493, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.8030714613396251, -0.5958827300583892, 0.0]",ok
CH3NH2,N_side,1.2,1.2000000000000002,1.9807560954039998,0.3706445414595807,10.085751777623763,0.29048865745718866,7.904599058146062,1.2759346430392215,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [1.126910281803999, -1.1499084508204072, 0.0]}, {""element"": ""H"", ""xyz"": [1.6458653299087433, -1.6794544182742275, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.699928582359657, -0.7142128391425071, 0.0]",ok
CH3NH2,N_side,1.5,1.5000000000000002,2.470934274782457,0.134876873961811,3.670186713026281,0.12229783603989691,3.3278936535301464,1.102855768582941,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [1.4700000000000002, -1.5000000000000002, 0.0]}, {""element"": ""H"", ""xyz"": [1.9889550481047444, -2.0295459674538208, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.699928582359657, -0.7142128391425071, 0.0]",ok
CH3NH2,N_side,1.85,1.8500000000000008,2.922843480249629,0.04505805597583774,1.2260921646518683,0.04346073805986468,1.182626929882689,1.0367531244815225,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [1.786304169537917, -1.8227593566713438, 0.0]}, {""element"": ""H"", ""xyz"": [2.305259217642661, -2.3523053241251644, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.699928582359657, -0.7142128391425071, 0.0]",ok
CH3NH2,N_side,2.2,2.2000000000000006,3.332934688055459,0.015147685177053203,0.4121895120854218,0.014948715115842037,0.4067752608984169,1.0133101781436924,"[{""element"": ""C"", ""xyz"": [0.0, 0.0, 0.0]}, {""element"": ""N"", ""xyz"": [1.47, 0.0, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, 1.0276618553244492, 0.0]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.5138309276622244, 0.8899812732112216]}, {""element"": ""H"", ""xyz"": [-0.36333333333333334, -0.513830927662225, -0.8899812732112213]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, 0.8082191361678605]}, {""element"": ""H"", ""xyz"": [1.8161243850455766, 0.5011224780519219, -0.8082191361678605]}]","[{""element"": ""H"", ""xyz"": [2.073338727255611, -2.1156517625057254, 0.0]}, {""element"": ""H"", ""xyz"": [2.592293775360355, -2.645197729959546, 0.0]}]","[[0, 1], [0, 2], [0, 3], [0, 4], [1, 5], [1, 6]]","[0.699928582359657, -0.7142128391425071, 0.0]",ok
